NDC2,GENERIC_NAME,BRAND_NAME,CHEMOCAT2,CHEMO_TYPE,STUDY_DRUG,TREATMENT_TYPE,CHEMOTHERAPY,DATE_ADDED
12671001501,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
12671001503,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
12671001507,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
17022129501,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
17236089193,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
17236089295,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
17317186302,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
17317186308,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
23360001110,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
23360001201,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
23360001205,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
23360001230,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
38779007125,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
47202400901,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
47471055705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
47679018900,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
47679018920,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
49137058705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
49137083105,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
49648054055,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
50272058705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
51552002510,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
51552002525,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52406022205,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52406058705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52406058710,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52406058730,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52406058781,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584022205,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584058705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584058710,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584058730,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584058781,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
52584080730,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
53638022205,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
54252058705,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
54252080730,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081083200,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081083300,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081083400,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081083500,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081101600,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
55081101700,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
58441010330,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
58441012605,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
66758050122,DEXAMETHASONE SOD PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
49633099805,DEXAMETHASONE SOD PHOSPHATE,DEXAPHATE,DEXAMETHASONE,O,0,C,N,3/31/2016
00496010801,DEXAMETHASONE SOD PHOSPHATE,DEXASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
10974007205,DEXAMETHASONE SOD PHOSPHATE,DEXASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
43797010910,DEXAMETHASONE SOD PHOSPHATE,DEXASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
47649010401,DEXAMETHASONE SOD PHOSPHATE,DEXASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
25332011305,DEXAMETHASONE SOD PHOSPHATE,DEXASONE 10,DEXAMETHASONE,O,0,C,N,3/31/2016
25332011310,DEXAMETHASONE SOD PHOSPHATE,DEXASONE 10,DEXAMETHASONE,O,0,C,N,3/31/2016
25332001002,DEXAMETHASONE SOD PHOSPHATE,DEXASONE 4,DEXAMETHASONE,O,0,C,N,3/31/2016
00647051305,DEXAMETHASONE SOD PHOSPHATE,DEXATONE,DEXAMETHASONE,O,0,C,N,3/31/2016
47649010481,DEXAMETHASONE SOD PHOSPHATE,DEXIM,DEXAMETHASONE,O,0,C,N,3/31/2016
00298691067,DEXAMETHASONE SOD PHOSPHATE,DEXSONE,DEXAMETHASONE,O,0,C,N,3/31/2016
00485158705,DEXAMETHASONE SOD PHOSPHATE,EDRON,DEXAMETHASONE,O,0,C,N,3/31/2016
50122001505,DEXAMETHASONE SOD PHOSPHATE,ETHI-DRON-SP,DEXAMETHASONE,O,0,C,N,3/31/2016
00052079906,DEXAMETHASONE SOD PHOSPHATE,HEXADROL 20MG/ML VIAL,DEXAMETHASONE,O,0,C,N,3/31/2016
00853200190,DEXAMETHASONE SOD PHOSPHATE,MEDASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
52349010330,DEXAMETHASONE SOD PHOSPHATE,MEDIDEX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089530,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089605,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089610,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089630,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089670,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00314089675,DEXAMETHASONE SOD PHOSPHATE,SOLUREX,DEXAMETHASONE,O,0,C,N,3/31/2016
00832048405,DEXAMETHASONE SOD PHOSPHATE,WEXAPHOS 4,DEXAMETHASONE,O,0,C,N,3/31/2016
54569100700,DEXAMETHASONE SOD PHOSPHATE (INA) -A1DX,DECADRON RESPIHALER,DEXAMETHASONE,O,0,C,N,3/31/2016
54569665000,Dexamethasone Sod Phosphate Preservative Free Inj 10 MG/ML,DEXAMETHASONE,DEXAMETHASONE,O,0,C,N,4/10/2017
00006761624,DEXAMETHASONE SOD PHOSPHATE -Q5PX,~DECADRON 0.1% CREAM,DEXAMETHASONE,O,0,C,N,3/31/2016
54569024900,DEXAMETHASONE SOD PHOSPHATE -Q7PX,DECADRON TURBINAIRE,DEXAMETHASONE,O,0,C,N,3/31/2016
17478027910,DEXAMETHASONE SODIUM PHOS,AK-DEX SOL 0.1% OP,DEXAMETHASONE,O,0,C,N,6/16/2014
00006763413,DEXAMETHASONE SODIUM PHOS,DECADRON TURBINAIRE,DEXAMETHASONE,O,0,C,N,6/16/2014
00006764213,DEXAMETHASONE SODIUM PHOS,DECADRON TURBINAIRE REFILL,DEXAMETHASONE,O,0,C,N,6/16/2014
53014020113,DEXAMETHASONE SODIUM PHOS,DEXACORT TURBINAIRE,DEXAMETHASONE,O,0,C,N,6/16/2014
00364723753,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
00469165000,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
00641037225,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
00641227341,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
00641227741,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
61314029405,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
67457042312,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH,DEXAMETHASONE,O,0,C,N,6/16/2014
00641036725,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH INJ 10MG/ML,DEXAMETHASONE,O,0,C,N,5/21/2012
63323050601,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH INJ 10MG/ML,DEXAMETHASONE,O,0,C,N,5/21/2012
63323051610,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH INJ 10MG/ML,DEXAMETHASONE,O,0,C,N,5/21/2012
00517490125,DEXAMETHASONE SODIUM PHOS,DEXAMETHASONE SODIUM PHOSPH INJ 4MG/ML U,DEXAMETHASONE,O,0,C,N,5/21/2012
54799052505,DEXAMETHASONE SODIUM PHOS,DEXASOL SOL 0.1% OP,DEXAMETHASONE,O,0,C,N,6/16/2014
00463109005,DEXAMETHASONE SODIUM PHOSPHATE,ADRENOCOT,DEXAMETHASONE,O,0,C,N,3/31/2016
17478026410,DEXAMETHASONE SODIUM PHOSPHATE,AK-DEX,DEXAMETHASONE,O,0,C,N,3/31/2016
17478026451,DEXAMETHASONE SODIUM PHOSPHATE,AK-DEX,DEXAMETHASONE,O,0,C,N,3/31/2016
00456107405,DEXAMETHASONE SODIUM PHOSPHATE,DALALONE,DEXAMETHASONE,O,0,C,N,3/31/2016
30727035985,DEXAMETHASONE SODIUM PHOSPHATE,DECA/4,DEXAMETHASONE,O,0,C,N,3/31/2016
00574080005,DEXAMETHASONE SODIUM PHOSPHATE,DECADROL,DEXAMETHASONE,O,0,C,N,3/31/2016
54569157500,DEXAMETHASONE SODIUM PHOSPHATE,DECADRON,DEXAMETHASONE,O,0,C,N,3/31/2016
00259029705,DEXAMETHASONE SODIUM PHOSPHATE,DECAJECT,DEXAMETHASONE,O,0,C,N,3/31/2016
00259029710,DEXAMETHASONE SODIUM PHOSPHATE,DECAJECT,DEXAMETHASONE,O,0,C,N,3/31/2016
00144316213,DEXAMETHASONE SODIUM PHOSPHATE,DECAREX,DEXAMETHASONE,O,0,C,N,3/31/2016
52604058805,DEXAMETHASONE SODIUM PHOSPHATE,DECASONE,DEXAMETHASONE,O,0,C,N,3/31/2016
00551003705,DEXAMETHASONE SODIUM PHOSPHATE,DEKASOL,DEXAMETHASONE,O,0,C,N,3/31/2016
00551003710,DEXAMETHASONE SODIUM PHOSPHATE,DEKASOL,DEXAMETHASONE,O,0,C,N,3/31/2016
00551003730,DEXAMETHASONE SODIUM PHOSPHATE,DEKASOL,DEXAMETHASONE,O,0,C,N,3/31/2016
00551017410,DEXAMETHASONE SODIUM PHOSPHATE,DEKASOL-10,DEXAMETHASONE,O,0,C,N,3/31/2016
00785804010,DEXAMETHASONE SODIUM PHOSPHATE,DE-SONE,DEXAMETHASONE,O,0,C,N,3/31/2016
45985059210,DEXAMETHASONE SODIUM PHOSPHATE,DEX,DEXAMETHASONE,O,0,C,N,3/31/2016
00131123005,DEXAMETHASONE SODIUM PHOSPHATE,DEXACEN-4,DEXAMETHASONE,O,0,C,N,3/31/2016
44437080705,DEXAMETHASONE SODIUM PHOSPHATE,DEXACORTEN,DEXAMETHASONE,O,0,C,N,3/31/2016
00008054601,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00058080705,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00157015775,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00182072062,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00182072066,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00182300762,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00191009321,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740101,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740125,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740230,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740301,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740405,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740505,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740625,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740701,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00223740810,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00304054055,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00304217256,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00364236054,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00364668132,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00364668146,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00364668153,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00364668154,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00385100375,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402058701,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402058705,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402058710,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402066110,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402080710,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00402080730,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00418192101,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00418192105,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00418192161,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00469061001,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00469908087,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00517490101,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00517490501,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00517493001,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00524008015,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00527018265,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00536415165,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00536415170,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00536415175,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00537235331,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00537235375,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00615000814,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00641227441,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00719309886,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00719311871,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00719312071,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00719312086,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00731031075,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00779755160,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00779755165,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00781310675,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00814235038,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00814235046,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00839516025,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00839516036,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00904090505,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00904090510,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00904090530,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
00904090730,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
17236004893,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
17236004895,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
38779007115,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
47202400905,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
47679031030,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
47679038100,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
47679038120,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
49072015705,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
49072015710,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
49727072855,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040502,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040505,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040530,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040610,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040705,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040805,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
51309040810,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53443052351,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53443052353,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53638058701,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53638058705,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53638058710,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
53638058730,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54274054509,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569222300,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569232800,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569301800,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569302700,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569464801,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54569464802,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54945052351,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54945052353,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
54977063605,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
60592021101,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
60592021111,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
60592021122,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
60592021125,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETH,DEXAMETHASONE,O,0,C,N,3/31/2016
